"month_last","donation_count","total_volume","month_first","result","age","freq","log_freq","sqrt_freq","donation_score","log_score","first_time","log_recency","sqrt_recency"
2,3,750,75,1,73,24.3333333333333,3.23212105161822,4.93288286231625,219,5.39362754635236,0,1.09861228866811,1.4142135623731
2,3,750,77,0,75,25,3.25809653802148,5,225,5.42053499927229,0,1.09861228866811,1.4142135623731
16,4,1000,28,0,12,3,1.38629436111989,1.73205080756888,48,3.89182029811063,0,2.83321334405622,4
16,15,3750,87,0,71,4.73333333333333,1.7462970951513,2.17562251627743,1065,6.97166860472579,0,2.83321334405622,4
16,14,3500,83,0,67,4.78571428571429,1.75539182505718,2.18762754730194,938,6.84481547920826,0,2.83321334405622,4
16,10,2500,62,0,46,4.6,1.7227665977411,2.14476105895272,460,6.13339804299665,0,2.83321334405622,4
16,3,750,23,0,7,2.33333333333333,1.20397280432594,1.52752523165195,21,3.09104245335832,0,2.83321334405622,4
14,3,750,26,0,12,4,1.6094379124341,2,36,3.61091791264422,0,2.70805020110221,3.74165738677394
23,19,4750,62,0,39,2.05263157894737,1.11600403137998,1.43270079882276,741,6.60934924316738,0,3.17805383034795,4.79583152331272
11,7,1750,75,0,64,9.14285714285714,2.316769727986,3.02371578407382,448,6.10702288774225,0,2.484906649788,3.3166247903554
20,14,3500,69,1,49,3.5,1.50407739677627,1.87082869338697,686,6.53233429222235,0,3.04452243772342,4.47213595499958
4,2,500,46,0,42,21,3.09104245335832,4.58257569495584,84,4.44265125649032,0,1.6094379124341,2
11,2,500,25,0,14,7,2.07944154167984,2.64575131106459,28,3.36729582998647,0,2.484906649788,3.3166247903554
11,3,750,37,0,26,8.66666666666667,2.26868354131836,2.94392028877595,78,4.36944785246702,0,2.484906649788,3.3166247903554
13,7,1750,76,0,63,9,2.30258509299405,3,441,6.0913098820777,0,2.63905732961526,3.60555127546399
16,6,1500,50,0,34,5.66666666666667,1.89711998488588,2.38047614284762,204,5.32300997913841,0,2.83321334405622,4
14,3,750,33,0,19,6.33333333333333,1.99243016469021,2.51661147842358,57,4.06044301054642,0,2.70805020110221,3.74165738677394
14,1,250,14,0,0,0,0,0,0,0,1,2.70805020110221,3.74165738677394
14,1,250,14,0,0,0,0,0,0,0,1,2.70805020110221,3.74165738677394
14,1,250,14,0,0,0,0,0,0,0,1,2.70805020110221,3.74165738677394
14,1,250,14,0,0,0,0,0,0,0,1,2.70805020110221,3.74165738677394
17,7,1750,58,1,41,5.85714285714286,1.92529086185258,2.42015347801392,287,5.66296048013595,0,2.89037175789616,4.12310562561766
14,3,750,35,0,21,7,2.07944154167984,2.64575131106459,63,4.15888308335967,0,2.70805020110221,3.74165738677394
16,7,1750,64,0,48,6.85714285714286,2.06142303617716,2.61861468283191,336,5.82008293035236,0,2.83321334405622,4
21,2,500,21,0,0,0,0,0,0,0,1,3.09104245335832,4.58257569495584
16,3,750,35,0,19,6.33333333333333,1.99243016469021,2.51661147842358,57,4.06044301054642,0,2.83321334405622,4
16,1,250,16,0,0,0,0,0,0,0,1,2.83321334405622,4
16,1,250,16,0,0,0,0,0,0,0,1,2.83321334405622,4
16,1,250,16,0,0,0,0,0,0,0,1,2.83321334405622,4
16,1,250,16,0,0,0,0,0,0,0,1,2.83321334405622,4
16,1,250,16,0,0,0,0,0,0,0,1,2.83321334405622,4
11,4,1000,74,0,63,15.75,2.81839825827108,3.96862696659689,252,5.53338948872752,0,2.484906649788,3.3166247903554
21,6,1500,48,0,27,4.5,1.70474809223843,2.12132034355964,162,5.09375020080676,0,3.09104245335832,4.58257569495584
23,2,500,23,0,0,0,0,0,0,0,1,3.17805383034795,4.79583152331272
23,6,1500,45,0,22,3.66666666666667,1.54044504094715,1.91485421551268,132,4.89034912822175,0,3.17805383034795,4.79583152331272
14,2,500,35,1,21,10.5,2.4423470353692,3.24037034920393,42,3.76120011569356,0,2.70805020110221,3.74165738677394
16,4,1000,58,0,42,10.5,2.4423470353692,3.24037034920393,168,5.12989871492307,0,2.83321334405622,4
16,5,1250,71,0,55,11,2.484906649788,3.3166247903554,275,5.62040086571715,0,2.83321334405622,4
21,2,500,26,0,5,2.5,1.25276296849537,1.58113883008419,10,2.39789527279837,0,3.09104245335832,4.58257569495584
21,3,750,35,0,14,4.66666666666667,1.73460105538811,2.16024689946929,42,3.76120011569356,0,3.09104245335832,4.58257569495584
23,8,2000,69,0,46,5.75,1.90954250488444,2.39791576165636,368,5.91079664404053,0,3.17805383034795,4.79583152331272
21,3,750,38,0,17,5.66666666666667,1.89711998488588,2.38047614284762,51,3.95124371858143,0,3.09104245335832,4.58257569495584
21,3,750,40,0,19,6.33333333333333,1.99243016469021,2.51661147842358,57,4.06044301054642,0,3.09104245335832,4.58257569495584
21,1,250,21,0,0,0,0,0,0,0,1,3.09104245335832,4.58257569495584
21,1,250,21,0,0,0,0,0,0,0,1,3.09104245335832,4.58257569495584
25,6,1500,50,0,25,4.16666666666667,1.64222773525709,2.04124145231932,150,5.01727983681492,0,3.25809653802148,5
21,1,250,21,0,0,0,0,0,0,0,1,3.09104245335832,4.58257569495584
21,1,250,21,0,0,0,0,0,0,0,1,3.09104245335832,4.58257569495584
23,3,750,39,0,16,5.33333333333333,1.84582669049833,2.3094010767585,48,3.89182029811063,0,3.17805383034795,4.79583152331272
21,2,500,33,0,12,6,1.94591014905531,2.44948974278318,24,3.2188758248682,0,3.09104245335832,4.58257569495584
14,3,750,79,0,65,21.6666666666667,3.120895416508,4.65474668125631,195,5.27811465923052,0,2.70805020110221,3.74165738677394
23,1,250,23,1,0,0,0,0,0,0,1,3.17805383034795,4.79583152331272
23,1,250,23,0,0,0,0,0,0,0,1,3.17805383034795,4.79583152331272
23,1,250,23,0,0,0,0,0,0,0,1,3.17805383034795,4.79583152331272
23,1,250,23,0,0,0,0,0,0,0,1,3.17805383034795,4.79583152331272
23,1,250,23,0,0,0,0,0,0,0,1,3.17805383034795,4.79583152331272
23,1,250,23,0,0,0,0,0,0,0,1,3.17805383034795,4.79583152331272
16,3,750,86,0,70,23.3333333333333,3.19184715248028,4.83045891539648,210,5.35185813347607,0,2.83321334405622,4
21,2,500,52,0,31,15.5,2.80336038090653,3.93700393700591,62,4.14313472639153,0,3.09104245335832,4.58257569495584
39,1,250,39,0,0,0,0,0,0,0,1,3.68887945411394,6.2449979983984
72,1,250,72,0,0,0,0,0,0,0,1,4.29045944114839,8.48528137423857
